This is a logfile generated by pires.obd.readerlat:0.0;long:0.0;alt:0.0;vehicleid:qgj1172;readings: Off=OK; Select Protocol AUTO=OK; Reset OBD=ATZELM327v1.5; Echo Off=OK; AMBIENT_AIR_TEMP=...NODATA; Timeout=OK
TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1494582946655;-5.876044081144871;-35.22540432002553;3.505035059309551;qgj1172;null;38C;null;45.9%;null;1774RPM;null;11.86g/s;null;null;null;null;30C;null;16km/h;null;null;00:01:03;19.2%;null;null;null;1.0%
1494582947669;-5.8760769900432015;-35.225344732058446;6.381933014796433;qgj1172;null;39C;null;46.3%;null;1737RPM;null;10.77g/s;null;null;null;null;30C;null;null;null;null;00:01:05;18.4%;null;null;null;1.0%
1494582949691;-5.8761299445989135;-35.225269369068286;12.88062026914358;qgj1172;null;39C;null;38.8%;null;1748RPM;null;9.61g/s;null;null;null;null;30C;null;17km/h;null;null;00:01:06;17.6%;null;null;null;1.0%
1494582950703;-5.876162713342296;-35.22522714569575;15.788949049466993;qgj1172;null;39C;null;35.7%;null;1706RPM;null;8.58g/s;null;null;null;null;30C;null;null;null;null;00:01:08;17.3%;null;null;null;1.0%
1494582952724;-5.876223712093491;-35.22514712482533;20.997088826010806;qgj1172;null;39C;null;35.3%;null;1665RPM;null;8.08g/s;null;null;null;null;30C;null;18km/h;null;null;00:01:09;16.9%;null;null;null;1.0%
1494582954741;-5.876252443134937;-35.22510851497296;22.94623756611015;qgj1172;null;39C;null;23.5%;null;1477RPM;null;4.05g/s;null;null;null;null;30C;null;17km/h;null;null;00:01:10;14.1%;null;null;null;1.0%
1494582956770;-5.8763004528016065;-35.225041870525644;25.13884696670941;qgj1172;null;40C;null;22.0%;null;925RPM;null;3.83g/s;null;null;null;null;30C;null;14km/h;null;null;00:01:13;13.7%;null;null;null;1.0%
1494582957793;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;40C;null;34.5%;null;970RPM;null;5.13g/s;null;null;null;null;30C;null;null;null;null;00:01:15;14.5%;null;null;null;1.0%
1494582959813;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;40C;null;38.8%;null;832RPM;null;5.30g/s;null;null;null;null;30C;null;3km/h;null;null;00:01:16;14.9%;null;null;null;1.0%
1494582960832;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;41C;null;42.4%;null;843RPM;null;4.74g/s;null;null;null;null;30C;null;null;null;null;00:01:18;14.5%;null;null;null;1.0%
1494582962864;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;41C;null;40.8%;null;838RPM;null;4.74g/s;null;null;null;null;30C;null;0km/h;null;null;00:01:19;14.5%;null;null;null;1.0%
1494582964886;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;42C;null;40.8%;null;827RPM;null;4.55g/s;null;null;null;null;30C;null;0km/h;null;null;00:01:21;14.5%;null;null;null;1.0%
1494582966903;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;41C;null;40.4%;null;767RPM;null;4.47g/s;null;null;null;null;30C;null;0km/h;null;null;00:01:23;14.5%;null;null;null;1.0%
1494582967910;-5.876337166889149;-35.22499482479739;25.144483008276712;qgj1172;null;41C;null;53.3%;null;1338RPM;null;11.88g/s;null;null;null;null;30C;null;null;null;null;00:01:25;18.8%;null;null;null;1.0%
1494582969934;-5.876398276515864;-35.2248819534331;25.554557733241836;qgj1172;null;42C;null;59.6%;null;1645RPM;null;11.11g/s;null;null;null;null;30C;null;8km/h;null;null;00:01:26;19.6%;null;null;null;1.0%
1494582971959;-5.87643260538334;-35.2248168286275;27.347990518002973;qgj1172;null;42C;null;50.2%;null;1758RPM;null;12.05g/s;null;null;null;null;30C;null;13km/h;null;null;00:01:28;19.6%;null;null;null;1.0%
1494582973973;-5.876462121834585;-35.22475067822363;27.320921486872642;qgj1172;null;42C;null;38.4%;null;1570RPM;null;8.19g/s;null;null;null;null;30C;null;17km/h;null;null;00:01:30;17.3%;null;null;null;1.0%
1494582975994;-5.8764042953627795;-35.2246646023804;25.88591340745328;qgj1172;null;43C;null;34.9%;null;1645RPM;null;7.52g/s;null;null;null;null;30C;null;17km/h;null;null;00:01:32;16.5%;null;null;null;1.0%
1494582978020;-5.8764042953627795;-35.2246646023804;25.88591340745328;qgj1172;null;43C;null;21.6%;null;1143RPM;null;2.94g/s;null;null;null;null;30C;null;7km/h;null;null;00:01:34;13.3%;null;null;null;1.0%
1494582980042;-5.8764042953627795;-35.2246646023804;25.88591340745328;qgj1172;null;44C;null;36.5%;null;773RPM;null;3.83g/s;null;null;null;null;30C;null;0km/h;null;null;00:01:36;13.7%;null;null;null;1.0%
1494582981052;-5.8764042953627795;-35.2246646023804;25.88591340745328;qgj1172;null;44C;null;52.2%;null;1455RPM;null;10.05g/s;null;null;null;null;30C;null;null;null;null;00:01:38;17.6%;null;null;null;1.0%
1494582983072;-5.876353905732045;-35.22463784303837;25.812429572989984;qgj1172;null;44C;null;70.2%;null;1914RPM;null;17.08g/s;null;null;null;null;30C;null;11km/h;null;null;00:01:39;15.3%;null;null;null;1.0%
1494582985094;-5.876276136069082;-35.224578776003035;25.728499335886053;qgj1172;null;45C;null;29.0%;null;1376RPM;null;4.66g/s;null;null;null;null;30C;null;10km/h;null;null;00:01:41;14.5%;null;null;null;1.0%
1494582986102;-5.876276136069082;-35.224578776003035;25.728499335886053;qgj1172;null;44C;null;35.7%;null;976RPM;null;12.16g/s;null;null;null;null;30C;null;null;null;null;00:01:43;19.2%;null;null;null;1.0%
1494582988128;-5.876229774713867;-35.22455506808805;25.580708296606165;qgj1172;null;44C;null;45.9%;null;1580RPM;null;13.05g/s;null;null;null;null;30C;null;12km/h;null;null;00:01:44;20.0%;null;null;null;1.0%
1494582989136;-5.876229774713867;-35.22455506808805;25.580708296606165;qgj1172;null;45C;null;52.9%;null;2017RPM;null;16.02g/s;null;null;null;null;30C;null;null;null;null;00:01:46;22.0%;null;null;null;1.0%
1494582991153;-5.876191989624415;-35.22461537322797;25.57164791504564;qgj1172;null;45C;null;58.8%;null;2056RPM;null;16.63g/s;null;null;null;null;30C;null;23km/h;null;null;00:01:48;22.0%;null;null;null;1.0%
1494582993175;-5.876153808688688;-35.224680829076114;25.35851318197563;qgj1172;null;45C;null;48.6%;null;2018RPM;null;9.77g/s;null;null;null;null;30C;null;27km/h;null;null;00:01:49;17.6%;null;null;null;1.0%
1494582994191;-5.876105378954316;-35.22475325018749;22.645056154832794;qgj1172;null;46C;null;23.9%;null;1447RPM;null;4.11g/s;null;null;null;null;30C;null;null;null;null;00:01:51;13.7%;null;null;null;1.0%
1494582996211;-5.876047483548509;-35.22482923499485;21.12430418156997;qgj1172;null;46C;null;21.2%;null;1063RPM;null;2.94g/s;null;null;null;null;30C;null;19km/h;null;null;00:01:53;12.9%;null;null;null;1.0%
1494582998229;-5.875993436589404;-35.22487483106976;20.653826631223254;qgj1172;null;46C;null;25.5%;null;891RPM;null;4.99g/s;null;null;null;null;30C;null;8km/h;null;null;00:01:54;14.1%;null;null;null;1.0%
1494583000239;-5.875993436589404;-35.22487483106976;20.653826631223254;qgj1172;null;47C;null;44.3%;null;1683RPM;null;12.74g/s;null;null;null;null;30C;null;11km/h;null;null;00:01:56;20.4%;null;null;null;1.0%
1494583001243;-5.875993436589404;-35.22487483106976;20.653826631223254;qgj1172;null;47C;null;62.0%;null;2102RPM;null;17.27g/s;null;null;null;null;30C;null;null;null;null;00:01:58;22.4%;null;null;null;1.0%
1494583003258;-5.875938038194994;-35.22495855325155;20.518861823371903;qgj1172;null;47C;null;60.4%;null;1894RPM;null;15.69g/s;null;null;null;null;30C;null;22km/h;null;null;00:01:59;21.2%;null;null;null;1.0%
1494583005295;-5.875873484604764;-35.2250926242651;19.172899478983254;qgj1172;null;47C;null;62.0%;null;1425RPM;null;3.66g/s;null;null;null;null;30C;null;null;null;null;00:02:02;12.9%;null;null;null;1.0%
1494583007314;-5.875808111837251;-35.22521944212563;18.433828305014305;qgj1172;null;47C;null;21.6%;null;1030RPM;null;3.88g/s;null;null;null;null;30C;null;25km/h;null;null;00:02:03;14.1%;null;null;null;1.0%
1494583008324;-5.8757640218652725;-35.225279640262166;18.49813608667411;qgj1172;null;48C;null;29.4%;null;939RPM;null;3.83g/s;null;null;null;null;30C;null;null;null;null;00:02:05;13.7%;null;null;null;1.0%
1494583010348;-5.875688945194342;-35.225380623304524;18.818092850269036;qgj1172;null;48C;null;29.8%;null;930RPM;null;3.38g/s;null;null;null;null;30C;null;18km/h;null;null;00:02:06;13.7%;null;null;null;1.0%
1494583012380;-5.875607562402481;-35.225443268904726;18.777200448139503;qgj1172;null;48C;null;21.2%;null;1081RPM;null;2.91g/s;null;null;null;null;30C;null;9km/h;null;null;00:02:09;13.3%;null;null;null;1.0%
1494583013392;-5.875607562402481;-35.225443268904726;18.777200448139503;qgj1172;null;49C;null;23.1%;null;917RPM;null;6.69g/s;null;null;null;null;30C;null;7km/h;null;null;00:02:10;16.1%;null;null;null;1.0%
1494583014404;-5.875607562402481;-35.225443268904726;18.777200448139503;qgj1172;null;49C;null;37.3%;null;1302RPM;null;3.08g/s;null;null;null;null;30C;null;null;null;null;00:02:12;15.7%;null;null;null;1.0%
1494583016428;-5.875607562402481;-35.225443268904726;18.777200448139503;qgj1172;null;49C;null;30.6%;null;1013RPM;null;3.69g/s;null;null;null;null;30C;null;3km/h;null;null;00:02:12;13.7%;null;null;null;1.0%
1494583018457;-5.875499978838481;-35.22550780671702;18.760971094567914;qgj1172;null;49C;null;37.6%;null;1046RPM;null;5.72g/s;null;null;null;null;30C;null;4km/h;null;null;00:02:15;17.3%;null;null;null;1.0%
1494583020485;-5.875431672849263;-35.225484770210976;18.815947478820675;qgj1172;null;49C;null;44.3%;null;1331RPM;null;8.88g/s;null;null;null;null;30C;null;8km/h;null;null;00:02:17;17.6%;null;null;null;1.0%
1494583022510;-5.875368739082476;-35.22543888564608;18.22063869608331;qgj1172;null;49C;null;58.0%;null;1988RPM;null;16.38g/s;null;null;null;null;30C;null;15km/h;null;null;00:02:19;21.6%;null;null;null;1.0%
1494583024530;-5.875273666205498;-35.225375434153804;17.030621758297144;qgj1172;null;50C;null;69.4%;null;1728RPM;null;15.55g/s;null;null;null;null;29C;null;22km/h;null;null;00:02:21;22.0%;null;null;null;1.0%
1494583026551;-5.8751593904845425;-35.22530967665066;17.38072303839261;qgj1172;null;50C;null;67.5%;null;1618RPM;null;14.38g/s;null;null;null;null;29C;null;27km/h;null;null;00:02:23;21.2%;null;null;null;1.0%
1494583028572;-5.875045889510093;-35.225232786246515;18.63968788492982;qgj1172;null;51C;null;58.0%;null;1580RPM;null;10.16g/s;null;null;null;null;29C;null;30km/h;null;null;00:02:24;18.0%;null;null;null;1.0%
1494583030596;-5.874941614821135;-35.22516387384159;19.28345561031936;qgj1172;null;51C;null;20.0%;null;1068RPM;null;2.86g/s;null;null;null;null;30C;null;24km/h;null;null;00:02:26;12.9%;null;null;null;1.0%
1494583032631;-5.874896938984746;-35.22513255840551;19.178329546234977;qgj1172;null;51C;null;21.2%;null;914RPM;null;2.74g/s;null;null;null;null;30C;null;17km/h;null;null;00:02:29;12.9%;null;null;null;1.0%
1494583034654;-5.8748242872899405;-35.22509205930203;17.814551002946907;qgj1172;null;51C;null;44.7%;null;1630RPM;null;13.74g/s;null;null;null;null;30C;null;19km/h;null;null;00:02:31;20.8%;null;null;null;1.0%
1494583036669;-5.874682492684469;-35.22500309528198;17.096177883865057;qgj1172;null;51C;null;69.8%;null;1651RPM;null;15.05g/s;null;null;null;null;29C;null;24km/h;null;null;00:02:33;21.6%;null;null;null;1.0%
1494583037682;-5.874619744240356;-35.22496075722308;16.834581088897263;qgj1172;null;51C;null;20.8%;null;1340RPM;null;3.33g/s;null;null;null;null;29C;null;null;null;null;00:02:35;13.3%;null;null;null;1.0%
1494583039708;-5.874491598573821;-35.22488680984097;16.70691648294308;qgj1172;null;52C;null;31.0%;null;1004RPM;null;4.05g/s;null;null;null;null;29C;null;24km/h;null;null;00:02:36;14.1%;null;null;null;1.0%
1494583041747;-5.874398202799892;-35.22481586488494;17.44183146146925;qgj1172;null;52C;null;29.8%;null;982RPM;null;3.97g/s;null;null;null;null;30C;null;17km/h;null;null;00:02:38;14.1%;null;null;null;1.0%
1494583043769;-5.874398202799892;-35.22481586488494;17.44183146146925;qgj1172;null;52C;null;28.6%;null;918RPM;null;4.02g/s;null;null;null;null;30C;null;13km/h;null;null;00:02:39;13.7%;null;null;null;1.0%
1494583045787;-5.874288187014132;-35.224734184744975;20.465909897891834;qgj1172;null;53C;null;31.0%;null;974RPM;null;5.66g/s;null;null;null;null;30C;null;12km/h;null;null;00:02:41;14.9%;null;null;null;1.0%
1494583047817;-5.874231154788473;-35.224683786065555;21.939435166801307;qgj1172;null;53C;null;33.3%;null;1271RPM;null;9.27g/s;null;null;null;null;30C;null;13km/h;null;null;00:02:43;16.9%;null;null;null;1.0%
1494583049856;-5.874168652292375;-35.22463951807602;23.82091154127513;qgj1172;null;53C;null;63.5%;null;2053RPM;null;18.19g/s;null;null;null;null;29C;null;21km/h;null;null;00:02:46;23.1%;null;null;null;1.0%
1494583051886;-5.874168652292375;-35.22463951807602;23.82091154127513;qgj1172;null;53C;null;20.4%;null;1496RPM;null;4.91g/s;null;null;null;null;29C;null;21km/h;null;null;00:02:48;14.5%;null;null;null;1.0%
1494583052895;-5.874168652292375;-35.22463951807602;23.82091154127513;qgj1172;null;53C;null;62.0%;null;2049RPM;null;19.86g/s;null;null;null;null;29C;null;null;null;null;00:02:50;23.5%;null;null;null;1.0%
1494583054925;-5.8740042918149635;-35.224487529501566;25.035946806608298;qgj1172;null;53C;null;70.2%;null;1848RPM;null;11.97g/s;null;null;null;null;29C;null;26km/h;null;null;00:02:51;22.0%;null;null;null;1.0%
1494583056934;-5.873964702018141;-35.22445343996232;24.863714780755004;qgj1172;null;53C;null;27.8%;null;1315RPM;null;4.16g/s;null;null;null;null;30C;null;23km/h;null;null;00:02:53;14.5%;null;null;null;1.0%
1494583058954;-5.873841241953276;-35.22439037504796;23.74238902703028;qgj1172;null;54C;null;50.2%;null;1643RPM;null;13.86g/s;null;null;null;null;30C;null;18km/h;null;null;00:02:55;20.8%;null;null;null;1.0%
1494583060978;-5.873730174885874;-35.224332276203725;20.973040994460494;qgj1172;null;54C;null;71.8%;null;1650RPM;null;14.99g/s;null;null;null;null;29C;null;23km/h;null;null;00:02:57;20.4%;null;null;null;1.0%
1494583063049;-5.8736260995168035;-35.22427950078861;19.47275417047705;qgj1172;null;54C;null;47.8%;null;1303RPM;null;8.80g/s;null;null;null;null;29C;null;23km/h;null;null;00:02:59;17.6%;null;null;null;1.0%
1494583065076;-5.873513628250427;-35.22420045389612;18.869898735626926;qgj1172;null;55C;null;49.0%;null;1502RPM;null;12.72g/s;null;null;null;null;29C;null;25km/h;null;null;00:03:01;17.6%;null;null;null;1.0%
1494583067095;-5.873385589865844;-35.22410958352458;18.9858804097359;qgj1172;null;55C;null;65.9%;null;1625RPM;null;15.08g/s;null;null;null;null;29C;null;28km/h;null;null;00:03:04;21.2%;null;null;null;1.0%
1494583069112;-5.873246424272828;-35.224011263589695;19.724311751117085;qgj1172;null;55C;null;67.8%;null;1651RPM;null;14.91g/s;null;null;null;null;29C;null;31km/h;null;null;00:03:05;21.6%;null;null;null;1.0%
1494583071137;-5.873109773898729;-35.22390349078454;19.915043989340642;qgj1172;null;56C;null;69.4%;null;1610RPM;null;15.74g/s;null;null;null;null;29C;null;33km/h;null;null;00:03:07;22.4%;null;null;null;1.0%
1494583072152;-5.873046949602814;-35.22383953245006;19.98632793462474;qgj1172;null;56C;null;54.9%;null;1502RPM;null;4.33g/s;null;null;null;null;29C;null;33km/h;null;null;00:03:09;17.6%;null;null;null;1.0%
1494583073161;-5.872986857661568;-35.2237836067071;20.64789105867118;qgj1172;null;56C;null;62.7%;null;1443RPM;null;18.49g/s;null;null;null;null;29C;null;null;null;null;00:03:10;23.5%;null;null;null;1.0%
1494583074170;-5.872906084125139;-35.2237415894409;21.931734257699812;qgj1172;null;57C;null;69.4%;null;2063RPM;null;18.74g/s;null;null;null;null;29C;null;33km/h;null;null;00:03:11;23.9%;null;null;null;1.0%
1494583076194;-5.872734782786875;-35.22366305567754;23.823289530911254;qgj1172;null;56C;null;71.4%;null;1767RPM;null;15.91g/s;null;null;null;null;29C;null;34km/h;null;null;00:03:12;22.4%;null;null;null;1.0%
1494583078211;-5.872547036579593;-35.223572325172434;24.617203614736088;qgj1172;null;57C;null;69.8%;null;1655RPM;null;16.19g/s;null;null;null;null;29C;null;38km/h;null;null;00:03:14;22.7%;null;null;null;1.0%
1494583079221;-5.872449728787249;-35.223521880294776;24.920405329360406;qgj1172;null;57C;null;70.2%;null;1705RPM;null;16.16g/s;null;null;null;null;29C;null;null;null;null;00:03:16;22.4%;null;null;null;1.0%
1494583081253;-5.872236408560017;-35.22340941088074;25.989280863474356;qgj1172;null;58C;null;70.6%;null;1697RPM;null;15.88g/s;null;null;null;null;29C;null;44km/h;null;null;00:03:17;22.4%;null;null;null;1.0%
1494583082270;-5.872128802546318;-35.22334437190657;26.57011465945422;qgj1172;null;58C;null;69.0%;null;1687RPM;null;15.24g/s;null;null;null;null;29C;null;47km/h;null;null;00:03:19;21.6%;null;null;null;1.0%
1494583083290;-5.872021391214835;-35.2232791013241;27.44395548107605;qgj1172;null;58C;null;56.5%;null;1683RPM;null;6.05g/s;null;null;null;null;29C;null;null;null;null;00:03:20;13.7%;null;null;null;1.0%
1494583084298;-5.871913783676214;-35.223214120553465;28.286396000852115;qgj1172;null;59C;null;33.7%;null;1499RPM;null;9.30g/s;null;null;null;null;29C;null;47km/h;null;null;00:03:22;13.7%;null;null;null;1.0%
1494583086319;-5.871693603819746;-35.22308539272572;30.087865909961945;qgj1172;null;59C;null;41.6%;null;1521RPM;null;9.47g/s;null;null;null;null;29C;null;47km/h;null;null;00:03:22;17.6%;null;null;null;1.0%
1494583088335;-5.871493805774208;-35.22296604880355;31.98141302991047;qgj1172;null;59C;null;20.0%;null;1301RPM;null;3.41g/s;null;null;null;null;29C;null;43km/h;null;null;00:03:24;13.7%;null;null;null;1.0%
1494583089344;-5.871406308818047;-35.22291579185496;33.04073138880465;qgj1172;null;59C;null;29.8%;null;994RPM;null;5.44g/s;null;null;null;null;29C;null;null;null;null;00:03:26;14.1%;null;null;null;1.0%
1494583090358;-5.871321762349088;-35.222863483723664;33.96100198411857;qgj1172;null;59C;null;43.9%;null;1453RPM;null;18.94g/s;null;null;null;null;29C;null;36km/h;null;null;00:03:27;18.8%;null;null;null;1.0%
