This is a logfile generated by pires.obd.readerlat:0.0;long:0.0;alt:0.0;vehicleid:goluefs;readings:ODULE_VOLTAGE=NODATA; Long Term Fuel Trim Bank 1=-8.6%; Timeout=OK; Select Protocol AUTO=OK; AIR_INTAKE_TEMP=44C; VIN=9BWAB45U3FP512259; Line Feed Off=OK; DISTANCE_TRAVELED_MIL_ON=0km; FUEL_PRESSURE=NODATA; ENGINE_OIL_TEMP=NODATA; Short Term Fuel Trim Bank 1=-12.5%; ENGINE_RUNTIME=NODATA; THROTTLE_POS=22.0%; Reset OBD=ELM327v1.5; TROUBLE_CODES=; Echo Off=OK; ENGINE_LOAD=58.8%; AMBIENT_AIR_TEMP=...NODATA; ENGINE_RPM=1581RPM; INTAKE_MANIFOLD_PRESSURE=52kPa
TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;Term Fuel Trim Bank 1;FUEL_ECONOMY;Long Term Fuel Trim Bank 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;Short Term Fuel Trim Bank 2;Short Term Fuel Trim Bank 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO
1503527187655;0.0;0.0;0.0;goluefs;null;90C;null;42.0%;null;1539RPM;62kPa;null;null;null;null;null;43C;NODATA;47km/h;null;-9.4%;NODATA;22.0%;null;;null;null
1503527189942;0.0;0.0;0.0;goluefs;null;90C;null;17.6%;null;1702RPM;27kPa;null;null;null;null;null;42C;NODATA;48km/h;null;19.5%;NODATA;16.9%;null;;null;null
1503527192664;0.0;0.0;0.0;goluefs;null;90C;null;54.9%;null;1729RPM;67kPa;null;null;null;null;null;43C;NODATA;51km/h;null;-8.6%;NODATA;22.0%;null;;null;null
1503527194963;0.0;0.0;0.0;goluefs;null;90C;null;47.8%;null;1901RPM;37kPa;null;null;null;null;null;42C;NODATA;55km/h;null;-21.1%;NODATA;18.8%;null;;null;null
1503527197684;0.0;0.0;0.0;goluefs;null;90C;null;35.7%;null;1934RPM;28kPa;null;null;null;null;null;42C;NODATA;55km/h;null;0.0%;NODATA;20.0%;null;;null;null
1503527199982;0.0;0.0;0.0;goluefs;null;90C;null;28.6%;null;1879RPM;22kPa;null;null;null;null;null;42C;NODATA;53km/h;null;-4.7%;NODATA;15.3%;null;;null;null
1503527202690;0.0;0.0;0.0;goluefs;null;90C;null;17.6%;null;1764RPM;42kPa;null;null;null;null;null;43C;NODATA;51km/h;null;16.4%;NODATA;18.8%;null;;null;null
1503527204985;0.0;0.0;0.0;goluefs;null;90C;null;31.8%;null;1831RPM;53kPa;null;null;null;null;null;43C;NODATA;52km/h;null;15.6%;NODATA;18.4%;null;;null;null
1503527207701;0.0;0.0;0.0;goluefs;null;90C;null;53.7%;null;1904RPM;72kPa;null;null;null;null;null;43C;NODATA;56km/h;null;0.8%;NODATA;24.7%;null;;null;null
1503527209995;0.0;0.0;0.0;goluefs;null;91C;null;22.7%;null;2037RPM;20kPa;null;null;null;null;null;42C;NODATA;56km/h;null;-14.1%;NODATA;15.7%;null;;null;null
1503527212713;0.0;0.0;0.0;goluefs;null;91C;null;38.8%;null;1973RPM;21kPa;null;null;null;null;null;42C;NODATA;55km/h;null;-7.0%;NODATA;16.5%;null;;null;null
1503527215005;0.0;0.0;0.0;goluefs;null;91C;null;49.8%;null;1980RPM;45kPa;null;null;null;null;null;43C;NODATA;57km/h;null;-1.6%;NODATA;20.4%;null;;null;null
1503527217723;0.0;0.0;0.0;goluefs;null;91C;null;36.9%;null;2041RPM;90kPa;null;null;null;null;null;43C;NODATA;60km/h;null;4.7%;NODATA;26.7%;null;;null;null
1503527220014;0.0;0.0;0.0;goluefs;null;91C;null;78.8%;null;2307RPM;83kPa;null;null;null;null;null;42C;NODATA;69km/h;null;1.6%;NODATA;31.4%;null;;null;null
1503527222733;0.0;0.0;0.0;goluefs;null;90C;null;60.8%;null;2561RPM;43kPa;null;null;null;null;null;40C;NODATA;72km/h;null;0.0%;NODATA;14.5%;null;;null;null
1503527225023;0.0;0.0;0.0;goluefs;null;91C;null;63.9%;null;2062RPM;70kPa;null;null;null;null;null;41C;NODATA;75km/h;null;-0.8%;NODATA;24.3%;null;;null;null
1503527227744;0.0;0.0;0.0;goluefs;null;91C;null;51.8%;null;2135RPM;58kPa;null;null;null;null;null;40C;NODATA;77km/h;null;5.5%;NODATA;22.4%;null;;null;null
1503527230045;0.0;0.0;0.0;goluefs;null;91C;null;51.0%;null;2192RPM;54kPa;null;null;null;null;null;40C;NODATA;79km/h;null;1.6%;NODATA;22.0%;null;;null;null
1503527232767;0.0;0.0;0.0;goluefs;null;91C;null;43.9%;null;2232RPM;35kPa;null;null;null;null;null;40C;NODATA;79km/h;null;-7.0%;NODATA;16.1%;null;;null;null
1503527235055;0.0;0.0;0.0;goluefs;null;91C;null;34.9%;null;2216RPM;55kPa;null;null;null;null;null;40C;NODATA;79km/h;null;12.5%;NODATA;21.6%;null;;null;null
1503527237786;0.0;0.0;0.0;goluefs;null;90C;null;49.8%;null;2241RPM;43kPa;null;null;null;null;null;41C;NODATA;81km/h;null;-3.9%;NODATA;22.0%;null;;null;null
1503527240068;0.0;0.0;0.0;goluefs;null;90C;null;24.7%;null;2205RPM;34kPa;null;null;null;null;null;40C;NODATA;78km/h;null;3.1%;NODATA;19.2%;null;;null;null
1503527242811;0.0;0.0;0.0;goluefs;null;90C;null;28.6%;null;2180RPM;53kPa;null;null;null;null;null;41C;NODATA;78km/h;null;-10.9%;NODATA;20.8%;null;;null;null
1503527245074;0.0;0.0;0.0;goluefs;null;90C;null;51.0%;null;2226RPM;50kPa;null;null;null;null;null;41C;NODATA;80km/h;null;1.6%;NODATA;21.6%;null;;null;null
1503527247826;0.0;0.0;0.0;goluefs;null;90C;null;40.0%;null;2238RPM;48kPa;null;null;null;null;null;41C;NODATA;81km/h;null;10.2%;NODATA;21.2%;null;;null;null
1503527250079;0.0;0.0;0.0;goluefs;null;90C;null;31.8%;null;2221RPM;35kPa;null;null;null;null;null;40C;NODATA;79km/h;null;-22.7%;NODATA;19.6%;null;;null;null
1503527252834;0.0;0.0;0.0;goluefs;null;89C;null;40.8%;null;2212RPM;41kPa;null;null;null;null;null;41C;NODATA;79km/h;null;0.8%;NODATA;21.2%;null;;null;null
1503527255103;0.0;0.0;0.0;goluefs;null;89C;null;45.9%;null;2227RPM;53kPa;null;null;null;null;null;41C;NODATA;80km/h;null;10.9%;NODATA;22.4%;null;;null;null
1503527257840;0.0;0.0;0.0;goluefs;null;89C;null;35.7%;null;2264RPM;53kPa;null;null;null;null;null;41C;NODATA;81km/h;null;3.1%;NODATA;22.0%;null;;null;null
1503527260114;0.0;0.0;0.0;goluefs;null;89C;null;45.9%;null;2285RPM;39kPa;null;null;null;null;null;40C;NODATA;82km/h;null;-5.5%;NODATA;20.4%;null;;null;null
1503527262849;0.0;0.0;0.0;goluefs;null;89C;null;22.0%;null;2298RPM;34kPa;null;null;null;null;null;40C;NODATA;80km/h;null;-10.9%;NODATA;19.2%;null;;null;null
1503527265125;0.0;0.0;0.0;goluefs;null;88C;null;31.8%;null;2229RPM;35kPa;null;null;null;null;null;40C;NODATA;79km/h;null;-26.6%;NODATA;16.5%;null;;null;null
1503527267865;0.0;0.0;0.0;goluefs;null;88C;null;43.9%;null;2228RPM;49kPa;null;null;null;null;null;41C;NODATA;80km/h;null;-2.3%;NODATA;20.8%;null;;null;null
1503527270133;0.0;0.0;0.0;goluefs;null;88C;null;31.8%;null;2211RPM;46kPa;null;null;null;null;null;40C;NODATA;79km/h;null;-12.5%;NODATA;20.0%;null;;null;null
1503527272916;-12.901590929249819;-38.36272037620813;12.883921795399516;goluefs;null;88C;null;47.8%;null;2224RPM;55kPa;null;null;null;null;null;41C;NODATA;80km/h;null;-3.9%;NODATA;22.7%;null;;null;null
1503527275145;-12.901590929249819;-38.36272037620813;12.883921795399516;goluefs;null;87C;null;35.7%;null;2239RPM;36kPa;null;null;null;null;null;40C;NODATA;80km/h;null;-19.5%;NODATA;19.6%;null;;null;null
1503527277929;-12.900810867899084;-38.36328717988119;9.855025967687164;goluefs;null;87C;null;34.9%;null;2234RPM;46kPa;null;null;null;null;null;40C;NODATA;80km/h;null;8.6%;NODATA;20.8%;null;;null;null
1503527280157;-12.900810867899084;-38.36328717988119;9.855025967687164;goluefs;null;87C;null;31.0%;null;2196RPM;36kPa;null;null;null;null;null;40C;NODATA;78km/h;null;-10.9%;NODATA;18.4%;null;;null;null
1503527282947;-12.900810867899084;-38.36328717988119;9.855025967687164;goluefs;null;87C;null;35.7%;null;2181RPM;41kPa;null;null;null;null;null;40C;NODATA;78km/h;null;-5.5%;NODATA;20.0%;null;;null;null
1503527285185;-12.89981774721956;-38.36373067672762;-2.702273827661328;goluefs;null;87C;null;34.9%;null;2173RPM;39kPa;null;null;null;null;null;40C;NODATA;77km/h;null;-24.2%;NODATA;19.2%;null;;null;null
1503527287961;-12.89981774721956;-38.36373067672762;-2.702273827661328;goluefs;null;87C;null;44.7%;null;2173RPM;49kPa;null;null;null;null;null;40C;NODATA;78km/h;null;5.5%;NODATA;21.2%;null;;null;null
1503527290204;-12.898808772753885;-38.3637886283045;2.694545923648551;goluefs;null;87C;null;28.6%;null;2190RPM;45kPa;null;null;null;null;null;40C;NODATA;78km/h;null;-9.4%;NODATA;20.0%;null;;null;null
1503527292975;-12.898808772753885;-38.3637886283045;2.694545923648551;goluefs;null;87C;null;33.7%;null;2194RPM;46kPa;null;null;null;null;null;40C;NODATA;78km/h;null;1.6%;NODATA;20.8%;null;;null;null
1503527295225;-12.897874410345898;-38.36381430343425;7.625206458739636;goluefs;null;86C;null;31.0%;null;2173RPM;25kPa;null;null;null;null;null;40C;NODATA;77km/h;null;-8.6%;NODATA;19.6%;null;;null;null
1503527297995;-12.897874410345898;-38.36381430343425;7.625206458739636;goluefs;null;86C;null;31.0%;null;2129RPM;21kPa;null;null;null;null;null;40C;NODATA;74km/h;null;-20.3%;NODATA;15.7%;null;;null;null
1503527300240;-12.896934759244878;-38.3638567236874;-3.84058938345112;goluefs;null;86C;null;16.9%;null;2039RPM;24kPa;null;null;null;null;null;40C;NODATA;71km/h;null;-12.5%;NODATA;16.1%;null;;null;null
1503527303006;-12.896934759244878;-38.3638567236874;-3.84058938345112;goluefs;null;86C;null;17.6%;null;1949RPM;22kPa;null;null;null;null;null;41C;NODATA;68km/h;null;-20.3%;NODATA;15.3%;null;;null;null
1503527305255;-12.896055405371932;-38.36385403925805;-2.304192567845018;goluefs;null;86C;null;49.8%;null;1916RPM;57kPa;null;null;null;null;null;41C;NODATA;69km/h;null;6.2%;NODATA;21.2%;null;;null;null
1503527308014;-12.896055405371932;-38.36385403925805;-2.304192567845018;goluefs;null;86C;null;44.7%;null;1963RPM;35kPa;null;null;null;null;null;41C;NODATA;70km/h;null;-11.7%;NODATA;18.4%;null;;null;null
1503527310266;-12.895217923836038;-38.36390770397811;0.9500378174715638;goluefs;null;86C;null;37.6%;null;1929RPM;69kPa;null;null;null;null;null;41C;NODATA;70km/h;null;16.4%;NODATA;21.2%;null;;null;null
1503527313023;-12.895217923836038;-38.36390770397811;0.9500378174715638;goluefs;null;85C;null;20.8%;null;1960RPM;22kPa;null;null;null;null;null;40C;NODATA;68km/h;null;0.8%;NODATA;14.9%;null;;null;null
1503527315279;-12.894361904803233;-38.36393249524776;2.919148152720141;goluefs;null;85C;null;20.8%;null;1891RPM;39kPa;null;null;null;null;null;41C;NODATA;66km/h;null;10.9%;NODATA;18.0%;null;;null;null
1503527318046;-12.894361904803233;-38.36393249524776;2.919148152720141;goluefs;null;85C;null;43.9%;null;1864RPM;31kPa;null;null;null;null;null;41C;NODATA;66km/h;null;-21.1%;NODATA;16.9%;null;;null;null
1503527320293;-12.893529263315385;-38.363944275380405;3.8708990998885477;goluefs;null;85C;null;20.0%;null;1794RPM;36kPa;null;null;null;null;null;41C;NODATA;64km/h;null;14.8%;NODATA;16.9%;null;;null;null
1503527323057;-12.893529263315385;-38.363944275380405;3.8708990998885477;goluefs;null;85C;null;62.0%;null;1809RPM;71kPa;null;null;null;null;null;41C;NODATA;66km/h;null;-0.8%;NODATA;24.7%;null;;null;null
1503527325310;-12.892740744376235;-38.363916105290485;5.580742903320823;goluefs;null;85C;null;84.7%;null;1886RPM;88kPa;null;null;null;null;null;40C;NODATA;69km/h;null;10.2%;NODATA;27.5%;null;;null;null
1503527328071;-12.892740744376235;-38.363916105290485;5.580742903320823;goluefs;null;85C;null;64.7%;null;1957RPM;64kPa;null;null;null;null;null;40C;NODATA;70km/h;null;1.6%;NODATA;25.5%;null;;null;null
1503527330320;-12.891890569831453;-38.36380746208833;6.499697492297424;goluefs;null;85C;null;73.7%;null;1992RPM;58kPa;null;null;null;null;null;39C;NODATA;71km/h;null;-2.3%;NODATA;21.6%;null;;null;null
1503527333084;-12.891890569831453;-38.36380746208833;6.499697492297424;goluefs;null;85C;null;60.0%;null;2011RPM;63kPa;null;null;null;null;null;39C;NODATA;71km/h;null;9.4%;NODATA;24.7%;null;;null;null
1503527335341;-12.890966359073294;-38.36373891731299;9.85849033195669;goluefs;null;85C;null;51.8%;null;1979RPM;60kPa;null;null;null;null;null;39C;NODATA;70km/h;null;-7.0%;NODATA;21.6%;null;;null;null
1503527338109;-12.890966359073294;-38.36373891731299;9.85849033195669;goluefs;null;85C;null;71.8%;null;1979RPM;59kPa;null;null;null;null;null;39C;NODATA;71km/h;null;2.3%;NODATA;22.0%;null;;null;null
1503527340354;-12.890080857827446;-38.36389014492133;11.893028488264413;goluefs;null;85C;null;65.9%;null;1986RPM;63kPa;null;null;null;null;null;39C;NODATA;71km/h;null;-2.3%;NODATA;22.7%;null;;null;null
1503527343118;-12.890080857827446;-38.36389014492133;11.893028488264413;goluefs;null;85C;null;53.7%;null;1983RPM;65kPa;null;null;null;null;null;39C;NODATA;71km/h;null;4.7%;NODATA;22.4%;null;;null;null
1503527345367;-12.889185928178868;-38.363970225623106;13.38398523826377;goluefs;null;86C;null;51.8%;null;1989RPM;59kPa;null;null;null;null;null;39C;NODATA;71km/h;null;7.0%;NODATA;21.6%;null;;null;null
1503527348135;-12.889185928178868;-38.363970225623106;13.38398523826377;goluefs;null;86C;null;57.6%;null;1990RPM;74kPa;null;null;null;null;null;39C;NODATA;72km/h;null;7.0%;NODATA;23.1%;null;;null;null
1503527350378;-12.888298747742374;-38.36401129299317;19.18813400682809;goluefs;null;85C;null;66.7%;null;2076RPM;55kPa;null;null;null;null;null;38C;NODATA;75km/h;null;4.7%;NODATA;22.7%;null;;null;null
1503527353144;-12.888298747742374;-38.36401129299317;19.18813400682809;goluefs;null;86C;null;51.0%;null;2114RPM;51kPa;null;null;null;null;null;38C;NODATA;76km/h;null;3.9%;NODATA;20.8%;null;;null;null
1503527355393;-12.887373416960132;-38.36405949833917;23.94960206092866;goluefs;null;86C;null;43.9%;null;2130RPM;41kPa;null;null;null;null;null;38C;NODATA;76km/h;null;-12.5%;NODATA;19.6%;null;;null;null
1503527358166;-12.887373416960132;-38.36405949833917;23.94960206092866;goluefs;null;86C;null;40.0%;null;2112RPM;55kPa;null;null;null;null;null;39C;NODATA;76km/h;null;-14.1%;NODATA;20.8%;null;;null;null
1503527360406;-12.886411170988502;-38.36407185677186;28.978591168419157;goluefs;null;86C;null;31.0%;null;2102RPM;41kPa;null;null;null;null;null;39C;NODATA;74km/h;null;-5.5%;NODATA;19.6%;null;;null;null
1503527363183;-12.886411170988502;-38.36407185677186;28.978591168419157;goluefs;null;86C;null;28.6%;null;2079RPM;42kPa;null;null;null;null;null;39C;NODATA;74km/h;null;0.0%;NODATA;18.4%;null;;null;null
1503527365416;-12.885476066496336;-38.36409049698572;30.908277801203536;goluefs;null;86C;null;38.8%;null;2065RPM;49kPa;null;null;null;null;null;39C;NODATA;74km/h;null;-11.7%;NODATA;20.0%;null;;null;null
1503527368194;-12.885476066496336;-38.36409049698572;30.908277801203536;goluefs;null;86C;null;37.6%;null;2085RPM;43kPa;null;null;null;null;null;39C;NODATA;74km/h;null;-21.1%;NODATA;19.6%;null;;null;null
1503527370426;-12.884560287903946;-38.364119359239425;30.747431553341027;goluefs;null;86C;null;47.8%;null;2098RPM;60kPa;null;null;null;null;null;39C;NODATA;76km/h;null;6.2%;NODATA;22.4%;null;;null;null
1503527373204;-12.884560287903946;-38.364119359239425;30.747431553341027;goluefs;null;86C;null;48.6%;null;2148RPM;53kPa;null;null;null;null;null;39C;NODATA;77km/h;null;13.3%;NODATA;22.0%;null;;null;null
1503527375432;-12.883597920388576;-38.36415473658799;30.995944786993164;goluefs;null;85C;null;34.9%;null;2159RPM;47kPa;null;null;null;null;null;39C;NODATA;77km/h;null;-0.8%;NODATA;20.8%;null;;null;null
1503527378229;-12.883597920388576;-38.36415473658799;30.995944786993164;goluefs;null;85C;null;33.7%;null;2167RPM;41kPa;null;null;null;null;null;39C;NODATA;77km/h;null;-17.2%;NODATA;19.6%;null;;null;null
1503527380450;-12.882657866482695;-38.36417067755206;34.20213264047006;goluefs;null;85C;null;31.8%;null;2140RPM;41kPa;null;null;null;null;null;39C;NODATA;76km/h;null;8.6%;NODATA;19.2%;null;;null;null
1503527383242;-12.882657866482695;-38.36417067755206;34.20213264047006;goluefs;null;85C;null;42.0%;null;2152RPM;22kPa;null;null;null;null;null;39C;NODATA;76km/h;null;-21.1%;NODATA;15.3%;null;;null;null
1503527385462;-12.881708192683814;-38.36419502342217;36.27177254344639;goluefs;null;85C;null;28.6%;null;2120RPM;33kPa;null;null;null;null;null;39C;NODATA;76km/h;null;-11.7%;NODATA;18.0%;null;;null;null
1503527388251;-12.881708192683814;-38.36419502342217;36.27177254344639;goluefs;null;85C;null;28.6%;null;2147RPM;35kPa;null;null;null;null;null;39C;NODATA;77km/h;null;-14.1%;NODATA;18.8%;null;;null;null
1503527390475;-12.880722248547192;-38.36421696448545;36.392806399482474;goluefs;null;85C;null;24.7%;null;2162RPM;30kPa;null;null;null;null;null;39C;NODATA;78km/h;null;-3.1%;NODATA;17.6%;null;;null;null
1503527393276;-12.880722248547192;-38.36421696448545;36.392806399482474;goluefs;null;85C;null;31.8%;null;2215RPM;29kPa;null;null;null;null;null;39C;NODATA;79km/h;null;-18.0%;NODATA;15.3%;null;;null;null
1503527395484;-12.879756072867728;-38.364209489351985;28.968262692131198;goluefs;null;85C;null;34.9%;null;2271RPM;43kPa;null;null;null;null;null;40C;NODATA;83km/h;null;-17.2%;NODATA;20.4%;null;;null;null
1503527398284;-12.879756072867728;-38.364209489351985;28.968262692131198;goluefs;null;85C;null;28.6%;null;2348RPM;41kPa;null;null;null;null;null;39C;NODATA;85km/h;null;7.0%;NODATA;20.4%;null;;null;null
1503527400502;-12.878703219437208;-38.36414925135256;25.36777903629245;goluefs;null;84C;null;17.6%;null;2430RPM;35kPa;null;null;null;null;null;39C;NODATA;87km/h;null;-3.1%;NODATA;19.6%;null;;null;null
1503527403304;-12.878703219437208;-38.36414925135256;25.36777903629245;goluefs;null;84C;null;14.9%;null;2452RPM;25kPa;null;null;null;null;null;39C;NODATA;87km/h;null;19.5%;NODATA;15.7%;null;;null;null
1503527405517;-12.877622096474083;-38.36411542660287;20.81092752904585;goluefs;null;84C;null;14.9%;null;2412RPM;20kPa;null;null;null;null;null;39C;NODATA;85km/h;null;21.1%;NODATA;15.7%;null;;null;null
1503527408315;-12.877622096474083;-38.36411542660287;20.81092752904585;goluefs;null;84C;null;25.9%;null;2337RPM;42kPa;null;null;null;null;null;40C;NODATA;82km/h;null;6.2%;NODATA;19.6%;null;;null;null
1503527410549;-12.876592446311701;-38.36407533114596;17.83027389478574;goluefs;null;84C;null;52.9%;null;2287RPM;46kPa;null;null;null;null;null;39C;NODATA;80km/h;null;10.2%;NODATA;21.6%;null;;null;null
1503527413324;-12.876592446311701;-38.36407533114596;17.83027389478574;goluefs;null;83C;null;49.8%;null;2212RPM;79kPa;null;null;null;null;null;39C;NODATA;79km/h;null;11.7%;NODATA;23.9%;null;;null;null
1503527415566;-12.875603954564443;-38.364038156255745;21.6089603959688;goluefs;null;83C;null;48.6%;null;2181RPM;64kPa;null;null;null;null;null;39C;NODATA;77km/h;null;-4.7%;NODATA;24.7%;null;;null;null
1503527418346;-12.875603954564443;-38.364038156255745;21.6089603959688;goluefs;null;83C;null;55.7%;null;2162RPM;57kPa;null;null;null;null;null;38C;NODATA;78km/h;null;2.3%;NODATA;22.0%;null;;null;null
1503527420583;-12.874625316942119;-38.36399609594355;26.551526352558025;goluefs;null;83C;null;42.0%;null;2181RPM;55kPa;null;null;null;null;null;38C;NODATA;78km/h;null;14.1%;NODATA;22.0%;null;;null;null
1503527423360;-12.874625316942119;-38.36399609594355;26.551526352558025;goluefs;null;83C;null;32.9%;null;2161RPM;51kPa;null;null;null;null;null;38C;NODATA;77km/h;null;8.6%;NODATA;20.4%;null;;null;null
1503527425598;-12.873666509432976;-38.36395987489633;27.88635158463846;goluefs;null;83C;null;27.8%;null;2168RPM;39kPa;null;null;null;null;null;38C;NODATA;78km/h;null;11.7%;NODATA;19.2%;null;;null;null
1503527428377;-12.873666509432976;-38.36395987489633;27.88635158463846;goluefs;null;83C;null;34.9%;null;2197RPM;31kPa;null;null;null;null;null;38C;NODATA;78km/h;null;-14.8%;NODATA;15.3%;null;;null;null
1503527430610;-12.872687710959676;-38.36392624033803;30.11696743973448;goluefs;null;83C;null;29.8%;null;2201RPM;36kPa;null;null;null;null;null;39C;NODATA;79km/h;null;-26.6%;NODATA;18.8%;null;;null;null
1503527433382;-12.872687710959676;-38.36392624033803;30.11696743973448;goluefs;null;83C;null;15.7%;null;2185RPM;24kPa;null;null;null;null;null;39C;NODATA;78km/h;null;6.2%;NODATA;15.7%;null;;null;null
1503527435620;-12.871691800265753;-38.36390462544653;30.4285498285283;goluefs;null;83C;null;31.8%;null;2184RPM;37kPa;null;null;null;null;null;39C;NODATA;78km/h;null;-1.6%;NODATA;18.8%;null;;null;null
1503527438393;-12.871691800265753;-38.36390462544653;30.4285498285283;goluefs;null;83C;null;26.7%;null;2162RPM;35kPa;null;null;null;null;null;39C;NODATA;78km/h;null;-3.1%;NODATA;18.8%;null;;null;null
1503527440636;-12.870737146266254;-38.3638776857549;31.161251825563294;goluefs;null;83C;null;28.6%;null;2139RPM;50kPa;null;null;null;null;null;39C;NODATA;77km/h;null;1.6%;NODATA;20.4%;null;;null;null
1503527443398;-12.870737146266254;-38.3638776857549;31.161251825563294;goluefs;null;83C;null;27.8%;null;2171RPM;21kPa;null;null;null;null;null;39C;NODATA;77km/h;null;-28.9%;NODATA;15.3%;null;;null;null
1503527445648;-12.86976960371481;-38.36383649307968;30.18301181754144;goluefs;null;82C;null;40.8%;null;2160RPM;22kPa;null;null;null;null;null;39C;NODATA;76km/h;null;-9.4%;NODATA;17.6%;null;;null;null
1503527448408;-12.86976960371481;-38.36383649307968;30.18301181754144;goluefs;null;82C;null;42.7%;null;2156RPM;39kPa;null;null;null;null;null;39C;NODATA;77km/h;null;5.5%;NODATA;20.4%;null;;null;null
1503527450660;-12.868808907471532;-38.36378476232213;29.36629510946288;goluefs;null;82C;null;31.8%;null;2161RPM;40kPa;null;null;null;null;null;39C;NODATA;77km/h;null;3.1%;NODATA;20.0%;null;;null;null
1503527453416;-12.868808907471532;-38.36378476232213;29.36629510946288;goluefs;null;82C;null;31.0%;null;2159RPM;36kPa;null;null;null;null;null;39C;NODATA;77km/h;null;-16.4%;NODATA;18.8%;null;;null;null
1503527455673;-12.867826674182533;-38.36376245172029;23.67975084495825;goluefs;null;82C;null;51.0%;null;2190RPM;46kPa;null;null;null;null;null;39C;NODATA;79km/h;null;-9.4%;NODATA;20.8%;null;;null;null
1503527458446;-12.867826674182533;-38.36376245172029;23.67975084495825;goluefs;null;82C;null;42.7%;null;2221RPM;50kPa;null;null;null;null;null;39C;NODATA;80km/h;null;-7.0%;NODATA;20.8%;null;;null;null
1503527460685;-12.866861224452123;-38.36373457475075;25.553019753730243;goluefs;null;82C;null;51.0%;null;2237RPM;67kPa;null;null;null;null;null;39C;NODATA;80km/h;null;-2.3%;NODATA;22.4%;null;;null;null
1503527463458;-12.866861224452123;-38.36373457475075;25.553019753730243;goluefs;null;82C;null;47.8%;null;2259RPM;70kPa;null;null;null;null;null;38C;NODATA;81km/h;null;14.8%;NODATA;23.1%;null;;null;null
1503527465698;-12.865862348001674;-38.36371095379714;26.34414845547549;goluefs;null;82C;null;52.9%;null;2253RPM;58kPa;null;null;null;null;null;38C;NODATA;81km/h;null;2.3%;NODATA;25.1%;null;;null;null
1503527468472;-12.865862348001674;-38.36371095379714;26.34414845547549;goluefs;null;82C;null;48.6%;null;2236RPM;55kPa;null;null;null;null;null;38C;NODATA;80km/h;null;-3.9%;NODATA;22.0%;null;;null;null
1503527470711;-12.86487688043296;-38.363688736801585;29.487509614882185;goluefs;null;82C;null;40.8%;null;2217RPM;49kPa;null;null;null;null;null;38C;NODATA;78km/h;null;6.2%;NODATA;23.1%;null;;null;null
1503527473486;-12.86487688043296;-38.363688736801585;29.487509614882185;goluefs;null;82C;null;48.6%;null;2159RPM;77kPa;null;null;null;null;null;38C;NODATA;77km/h;null;5.5%;NODATA;24.7%;null;;null;null
1503527475721;-12.863919123103816;-38.36364525996377;33.141604838099845;goluefs;null;82C;null;45.9%;null;2141RPM;57kPa;null;null;null;null;null;38C;NODATA;76km/h;null;10.2%;NODATA;22.0%;null;;null;null
1503527478497;-12.863919123103816;-38.36364525996377;33.141604838099845;goluefs;null;82C;null;43.9%;null;2110RPM;43kPa;null;null;null;null;null;38C;NODATA;74km/h;null;-1.6%;NODATA;21.2%;null;;null;null
1503527480738;-12.862976827040084;-38.36359636768651;36.399730078713176;goluefs;null;82C;null;52.9%;null;2083RPM;55kPa;null;null;null;null;null;38C;NODATA;74km/h;null;4.7%;NODATA;22.7%;null;;null;null
1503527483508;-12.862976827040084;-38.36359636768651;36.399730078713176;goluefs;null;82C;null;35.7%;null;2060RPM;47kPa;null;null;null;null;null;38C;NODATA;74km/h;null;7.8%;NODATA;21.6%;null;;null;null
1503527485754;-12.862042138941982;-38.36353033441794;38.85684116101902;goluefs;null;82C;null;33.7%;null;2043RPM;40kPa;null;null;null;null;null;38C;NODATA;73km/h;null;-4.7%;NODATA;18.8%;null;;null;null
1503527488516;-12.862042138941982;-38.36353033441794;38.85684116101902;goluefs;null;82C;null;16.9%;null;2034RPM;34kPa;null;null;null;null;null;38C;NODATA;73km/h;null;-16.4%;NODATA;17.3%;null;;null;null
1503527490780;-12.861134413834877;-38.36340747610366;40.21096775771193;goluefs;null;82C;null;16.9%;null;2043RPM;29kPa;null;null;null;null;null;38C;NODATA;73km/h;null;-12.5%;NODATA;15.3%;null;;null;null
1503527493533;-12.861134413834877;-38.36340747610366;40.21096775771193;goluefs;null;82C;null;27.8%;null;2048RPM;33kPa;null;null;null;null;null;38C;NODATA;74km/h;null;-25.8%;NODATA;17.6%;null;;null;null
1503527495786;-12.860219013692827;-38.36338410031281;38.729164534323985;goluefs;null;82C;null;29.8%;null;2091RPM;24kPa;null;null;null;null;null;39C;NODATA;75km/h;null;-18.0%;NODATA;16.9%;null;;null;null
1503527498542;-12.860219013692827;-38.36338410031281;38.729164534323985;goluefs;null;82C;null;40.8%;null;2095RPM;27kPa;null;null;null;null;null;39C;NODATA;75km/h;null;0.0%;NODATA;19.6%;null;;null;null
